Average Board Evaluation,Average Material Threatened,Black,BlackElo,BlackTeam,BlackTeamCountry,Check Count,Date,ECO,Event,EventCategory,EventCountry,EventDate,EventRounds,EventType,FEN,Gambit Count,Move Count,PlyCount,Result,Round,SetUp,Site,Source,SourceDate,White,WhiteElo,WhiteTeam,WhiteTeamCountry,Aggressive
5.8025,1.2,"Andersson, Ulf",2590,,,1,1985.??.??,D61,Biel Interzonal,,,,,,,0,40,,1/2-1/2,8,,Biel,,,"Torre, Eugenio",2535,,,0
6.591304348,1.217391304,"Sokolov, Andrei",2555,,,1,1985.??.??,E15,Biel Interzonal,,,,,,,0,23,,1/2-1/2,9,,Biel,,,"Andersson, Ulf",2590,,,0
7.532075472,1.566037736,"Andersson, Ulf",2590,,,0,1985.??.??,B85,Biel Interzonal,,,,,,,2,53,,1/2-1/2,10,,Biel,,,"Van der Wiel, John TH",2520,,,0
6.8875,0.5,"Polugaevsky, Lev",2600,,,0,1985.??.??,A30,Biel Interzonal,,,,,,,0,24,,1/2-1/2,11,,Biel,,,"Andersson, Ulf",2590,,,0
6.539285714,0.928571429,"Vaganian, Rafael A",2625,,,1,1985.??.??,A30,Biel Interzonal,,,,,,,1,28,,1/2-1/2,12,,Biel,,,"Andersson, Ulf",2590,,,0
5.702439024,0.731707317,"Andersson, Ulf",2590,,,4,1985.??.??,C08,Biel Interzonal,,,,,,,3,41,,1/2-1/2,13,,Biel,,,"Jansa, Vlastimil",2480,,,0
5.380645161,0.838709677,"Rodriguez, Amador",2505,,,1,1985.??.??,A30,Biel Interzonal,,,,,,,4,62,,1/2-1/2,14,,Biel,,,"Andersson, Ulf",2590,,,0
4.374545455,1.309090909,"Andersson, Ulf",2590,,,5,1985.??.??,D79,Biel Interzonal,,,,,,,1,55,,0-1,15,,Biel,,,"Gutman, Lev",2485,,,0
6.796969697,1.606060606,"Partos, Charles",2425,,,0,1985.??.??,A30,Biel Interzonal,,,,,,,2,33,,Jan-00,16,,Biel,,,"Andersson, Ulf",2590,,,0
5.940983607,1.508196721,"Andersson, Ulf",2590,,,7,1985.??.??,D55,Biel Interzonal,,,,,,,3,61,,1/2-1/2,17,,Biel,,,"Petursson, Margeir",2550,,,0
7.04516129,1.322580645,"Andersson, Ulf",2590,,,2,1985.??.??,E11,Naestved,,,,,,,1,31,,0-1,1,,Naestved,,,"Vaganian, Rafael A",2625,,,0
6.548148148,2.185185185,"Browne, Walter S",2510,,,0,1985.??.??,A30,Naestved,,,,,,,2,27,,1/2-1/2,2,,Naestved,,,"Andersson, Ulf",2590,,,0
7.506666667,2,"Andersson, Ulf",2590,,,0,1985.??.??,C11,Naestved,,,,,,,1,15,,1/2-1/2,3,,Naestved,,,"Nunn, John DM",2600,,,0
7.714814815,2.111111111,"Hansen, Curt",2500,,,1,1985.??.??,E02,Naestved,,,,,,,0,27,,1/2-1/2,4,,Naestved,,,"Andersson, Ulf",2590,,,0
6.221428571,1,"Andersson, Ulf",2590,,,2,1985.??.??,D53,Naestved,,,,,,,0,14,,1/2-1/2,5,,Naestved,,,"Agdestein, Simen",2515,,,0
6.223809524,1.476190476,"Ftacnik, Lubomir",2500,,,0,1985.??.??,A30,Naestved,,,,,,,0,21,,1/2-1/2,6,,Naestved,,,"Andersson, Ulf",2590,,,0
6.833333333,1.19047619,"Andersson, Ulf",2590,,,0,1985.??.??,B46,Naestved,,,,,,,1,21,,1/2-1/2,7,,Naestved,,,"Chandler, Murray G",2525,,,0
5.6,1.15,"Andersson, Ulf",2590,,,2,1985.??.??,E11,Naestved,,,,,,,3,40,,Jan-00,8,,Naestved,,,"Nikolic, Predrag",2565,,,0
5.712727273,0.927272727,"Larsen, Bent",2565,,,1,1985.??.??,B38,Naestved,,,,,,,3,55,,1/2-1/2,9,,Naestved,,,"Andersson, Ulf",2590,,,0
5.4875,1.4375,"Andersson, Ulf",2590,,,2,1985.??.??,E16,Naestved,,,,,,,0,16,,1/2-1/2,10,,Naestved,,,"Tal, Mihail",2565,,,0
6.025925926,1.148148148,"Short, Nigel D",2575,,,0,1985.??.??,E15,Naestved,,,,,,,1,27,,1/2-1/2,11,,Naestved,,,"Andersson, Ulf",2590,,,0
6.49,1.55,"Andersson, Ulf",2575,,,0,1985.??.??,B30,Reggio Emilia8586,,,,,,,0,20,,1/2-1/2,1,,Reggio Emilia,,,"Romanishin, Oleg M",2570,,,0
5.205714286,0.771428571,"Cebalo, Miso",2485,,,1,1985.??.??,E69,Reggio Emilia8586,,,,,,,0,70,,Jan-00,2,,Reggio Emilia,,,"Andersson, Ulf",2575,,,0
6.395833333,1.833333333,"Andersson, Ulf",2575,,,0,1985.??.??,D55,Reggio Emilia8586,,,,,,,2,24,,1/2-1/2,3,,Reggio Emilia,,,"Lobron, Eric",2505,,,0
6.937931034,1.655172414,"Marjanovic, Slavoljub",2505,,,0,1985.??.??,D22,Reggio Emilia8586,,,,,,,1,29,,1/2-1/2,4,,Reggio Emilia,,,"Andersson, Ulf",2575,,,0
7.653846154,2.307692308,"Andersson, Ulf",2575,,,0,1985.??.??,E05,Reggio Emilia8586,,,,,,,0,13,,1/2-1/2,5,,Reggio Emilia,,,"Nogueiras, Jesus",2545,,,0
5.348275862,1.75862069,"Ribli, Zoltan",2615,,,1,1985.??.??,D30,Reggio Emilia8586,,,,,,,2,29,,1/2-1/2,6,,Reggio Emilia,,,"Andersson, Ulf",2575,,,0
5.144444444,1.851851852,"Andersson, Ulf",2575,,,2,1985.??.??,D55,Reggio Emilia8586,,,,,,,0,54,,0-1,7,,Reggio Emilia,,,"Smejkal, Jan",2555,,,0
7.271428571,1.714285714,"Andersson, Ulf",2575,,,0,1985.??.??,D58,Reggio Emilia8586,,,,,,,0,21,,1/2-1/2,8,,Reggio Emilia,,,"Kavalek, Lubomir",2555,,,0
7.217647059,1.568627451,"Portisch, Lajos",2635,,,0,1985.??.??,A30,Reggio Emilia8586,,,,,,,3,51,,Jan-00,9,,Reggio Emilia,,,"Andersson, Ulf",2575,,,0
6.365517241,2.172413793,"Andersson, Ulf",2575,,,2,1985.??.??,E11,Reggio Emilia8586,,,,,,,0,29,,Jan-00,10,,Reggio Emilia,,,"Sosonko, Gennadi",2535,,,0
7.144444444,0.388888889,"Ljubojevic, Ljubomir",2595,,,0,1985.??.??,E68,Reggio Emilia8586,,,,,,,0,18,,1/2-1/2,11,,Reggio Emilia,,,"Andersson, Ulf",2575,,,0
4.55483871,1.161290323,"Tatai, Stefano",2475,,,5,1985.??.??,E08,Rome,,,,,,,4,62,,1/2-1/2,1,,Rome,,,"Andersson, Ulf",2575,,,0
6.72,1.625,"Andersson, Ulf",2575,,,1,1985.??.??,B22,Rome,,,,,,,2,40,,0-1,2,,Rome,,,"Vera, Reynaldo",2480,,,0
7.748148148,1.888888889,"Inkiov, Ventzislav",2480,,,3,1985.??.??,E02,Rome,,,,,,,0,27,,1/2-1/2,3,,Rome,,,"Andersson, Ulf",2575,,,0
7.347058824,2.882352941,"Andersson, Ulf",2575,,,0,1985.??.??,C07,Rome,,,,,,,0,17,,1/2-1/2,4,,Rome,,,"Sax, Gyula",2565,,,0
5.993333333,2.083333333,"Arlandi, Ennio",2310,,,1,1985.??.??,D64,Rome,,,,,,,3,60,,Jan-00,5,,Rome,,,"Andersson, Ulf",2575,,,0
4.8575,1.45,"Andersson, Ulf",2575,,,2,1985.??.??,B40,Rome,,,,,,,2,40,,0-1,6,,Rome,,,"Yap, Andronico",2400,,,0
8.420454545,2.340909091,"Gross, Stefan",2435,,,0,1985.??.??,A30,Rome,,,,,,,2,44,,Jan-00,7,,Rome,,,"Andersson, Ulf",2575,,,0
6.029411765,2.019607843,"Bellon Lopez, Juan Manuel",2445,,,3,1985.??.??,A13,Rome,,,,,,,0,51,,1/2-1/2,8,,Rome,,,"Andersson, Ulf",2575,,,0
7.277777778,1.518518519,"Andersson, Ulf",2575,,,0,1985.??.??,D53,Rome,,,,,,,0,27,,1/2-1/2,9,,Rome,,,"Cebalo, Miso",2485,,,0
8.942424242,1.272727273,"Andersson, Ulf",2575,,,0,1985.??.??,C08,Sarajevo,,,,,,,4,33,,1/2-1/2,1,,Sarajevo,,,"Marjanovic, Slavoljub",2505,,,0
3.276190476,1.142857143,"Mikhalchishin, Adrian",2505,,,0,1985.??.??,A16,Sarajevo,,,,,,,1,21,,1/2-1/2,2,,Sarajevo,,,"Andersson, Ulf",2575,,,0
6.304347826,0.739130435,"Andersson, Ulf",2575,,,2,1985.??.??,E00,Sarajevo,,,,,,,1,23,,1/2-1/2,3,,Sarajevo,,,"Nogueiras, Jesus",2545,,,0
8.403333333,1.633333333,"Kozul, Zdenko",2380,,,2,1985.??.??,E62,Sarajevo,,,,,,,1,30,,Jan-00,4,,Sarajevo,,,"Andersson, Ulf",2575,,,0
6.872727273,1.409090909,"Andersson, Ulf",2575,,,0,1985.??.??,D36,Sarajevo,,,,,,,1,22,,1/2-1/2,5,,Sarajevo,,,"Drasko, Milan",2460,,,0
6.481818182,0.872727273,"Dizdarevic, Emir",2425,,,14,1985.??.??,E14,Sarajevo,,,,,,,3,110,,Jan-00,6,,Sarajevo,,,"Andersson, Ulf",2575,,,0
7.796428571,1.928571429,"Andersson, Ulf",2575,,,2,1985.??.??,C11,Sarajevo,,,,,,,2,28,,1/2-1/2,7,,Sarajevo,,,"Chandler, Murray G",2585,,,0
7.357142857,1.785714286,"Kurajica, Bojan",2535,,,1,1985.??.??,A30,Sarajevo,,,,,,,2,28,,Jan-00,8,,Sarajevo,,,"Andersson, Ulf",2575,,,0
7.327272727,1.590909091,"Andersson, Ulf",2575,,,1,1985.??.??,E04,Sarajevo,,,,,,,2,22,,1/2-1/2,9,,Sarajevo,,,"Lalic, Bogdan",2440,,,0
7.36,2.02,"Popovic, Petar",2540,,,2,1985.??.??,A16,Sarajevo,,,,,,,1,50,,Jan-00,10,,Sarajevo,,,"Andersson, Ulf",2575,,,0
6.176,1.96,"Andersson, Ulf",2575,,,0,1985.??.??,D53,Sarajevo,,,,,,,2,25,,1/2-1/2,11,,Sarajevo,,,"Ribli, Zoltan",2615,,,0
6.007142857,0.071428571,"Sax, Gyula",2565,,,0,1985.??.??,A40,Sarajevo,,,,,,,0,14,,1/2-1/2,12,,Sarajevo,,,"Andersson, Ulf",2575,,,0
5.797959184,1.93877551,"Andersson, Ulf",2575,,,1,1985.??.??,B46,Sarajevo,,,,,,,3,49,,1/2-1/2,13,,Sarajevo,,,"Velimirovic, Dragoljub",2500,,,0
6.794444444,1.666666667,"Andersson, Ulf",2575,,,3,1985.??.??,E11,Sarajevo,,,,,,,1,36,,1/2-1/2,14,,Sarajevo,,,"Lputian, Smbat G",2530,,,0
5.166666667,2.133333333,"Georgiev, Kiril",2535,,,0,1985.??.??,E05,Sarajevo,,,,,,,3,45,,Jan-00,15,,Sarajevo,,,"Andersson, Ulf",2575,,,0
6.5140625,1.15625,"Andersson, Ulf",2600,,,0,1986.??.??,D35,Reggio Emilia8687,,,,,,,1,64,,Jan-00,?,,Reggio Emilia,,,"Portisch, Lajos",2605,,,0
5.870588235,0.941176471,"Suba, Mihai",2580,,,0,1986.??.??,A30,Reggio Emilia8687,,,,,,,1,17,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
5.843589744,1.358974359,"Ribli, Zoltan",2585,,,1,1986.??.??,A46,Reggio Emilia8687,,,,,,,2,39,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
6.502083333,1.229166667,"Nogueiras, Jesus",2570,,,2,1986.??.??,E15,Reggio Emilia8687,,,,,,,2,48,,Jan-00,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
5.467857143,0.928571429,"Hort, Vlastimil",2545,,,1,1986.??.??,D25,Reggio Emilia8687,,,,,,,1,28,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
6.902702703,2.216216216,"Chernin, Alexander",2565,,,0,1986.??.??,A29,Reggio Emilia8687,,,,,,,0,37,,0-1,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
5.50212766,1,"Beliavsky, Alexander G",2585,,,5,1986.??.??,D55,Reggio Emilia8687,,,,,,,3,47,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
7.0875,1.333333333,"Andersson, Ulf",2600,,,0,1986.??.??,D42,Reggio Emilia8687,,,,,,,3,24,,1/2-1/2,?,,Reggio Emilia,,,"Smyslov, Vassily",2555,,,0
4.688372093,0.76744186,"Andersson, Ulf",2600,,,3,1986.??.??,A30,Reggio Emilia8687,,,,,,,3,43,,1/2-1/2,?,,Reggio Emilia,,,"Spassky, Boris V",2620,,,0
5.526190476,1.238095238,"Andersson, Ulf",2600,,,2,1986.??.??,B47,Reggio Emilia8687,,,,,,,1,42,,1/2-1/2,?,,Reggio Emilia,,,"Velimirovic, Dragoljub",2570,,,0
4.682,1.2,"Andersson, Ulf",2600,,,5,1986.??.??,C07,Reggio Emilia8687,,,,,,,3,50,,1/2-1/2,?,,Reggio Emilia,,,"Van der Wiel, John TH",2570,,,0
4.843478261,1.97826087,"Andersson, Ulf",2585,,,0,1986.??.??,D35,Nordic-USA,,,,,,,1,46,,1/2-1/2,1,,Reykjavik,,,"Seirawan, Yasser",2605,,,0
6.988235294,0.794117647,"Seirawan, Yasser",2605,,,0,1986.??.??,D27,Nordic-USA,,,,,,,0,34,,1/2-1/2,2,,Reykjavik,,,"Andersson, Ulf",2585,,,0
6.052380952,1.380952381,"Farago, Ivan",2520,,,0,1986.??.??,A30,Rome,,,,,,,1,21,,1/2-1/2,?,,Rome,,,"Andersson, Ulf",2585,,,0
3.34375,1.354166667,"Hernandez, Roman",2450,,,1,1986.??.??,D56,Rome,,,,,,,3,48,,1/2-1/2,?,,Rome,,,"Andersson, Ulf",2585,,,0
6.175,0.625,"Bukal, Vladimir Sr",2465,,,0,1986.??.??,A36,Rome,,,,,,,1,16,,1/2-1/2,?,,Rome,,,"Andersson, Ulf",2585,,,0
9.3,2.029411765,"Mariotti, Sergio",2445,,,0,1986.??.??,B06,Rome,,,,,,,2,34,,Jan-00,?,,Rome,,,"Andersson, Ulf",2585,,,0
8.0475,1.35,"Romero Holmes, Alfonso",2455,,,3,1986.??.??,A26,Rome,,,,,,,3,40,,Jan-00,?,,Rome,,,"Andersson, Ulf",2585,,,0
6.125,2.477272727,"Andersson, Ulf",2585,,,1,1986.??.??,D79,Rome,,,,,,,2,44,,1/2-1/2,?,,Rome,,,"Kirov, Nino",2485,,,0
3.596226415,1.377358491,"Andersson, Ulf",2585,,,5,1986.??.??,E11,Rome,,,,,,,3,53,,0-1,?,,Rome,,,"Tatai, Stefano",2405,,,0
5.906666667,1.266666667,"Andersson, Ulf",2585,,,0,1986.??.??,A30,Rome,,,,,,,1,15,,1/2-1/2,?,,Rome,,,"Sosonko, Gennadi",2525,,,0
8.45,1.6875,"Andersson, Ulf",2585,,,0,1986.??.??,C11,Rome,,,,,,,0,16,,1/2-1/2,?,,Rome,,,"Sax, Gyula",2545,,,0
7.873333333,1.4,"Andersson, Ulf",2585,,,0,1986.??.??,D37,Sao Paulo,,,,,,,2,15,,1/2-1/2,?,,Sao Paulo,,,"Morovic Fernandez, Ivan",2495,,,0
3.427586207,1.057471264,"Andersson, Ulf",2585,,,5,1986.??.??,B22,Sao Paulo,,,,,,,5,87,,0-1,?,,Sao Paulo,,,"Sveshnikov, Evgeny",2560,,,0
5.527659574,1.29787234,"Andersson, Ulf",2585,,,5,1986.??.??,A04,Sao Paulo,,,,,,,1,47,,0-1,?,,Sao Paulo,,,"Toth, Peter",,,,0
3.176056338,1,"Andersson, Ulf",2585,,,4,1986.??.??,E11,Sao Paulo,,,,,,,3,71,,0-1,?,,Sao Paulo,,,"Quinteros, Miguel A",2510,,,0
5.389189189,0.945945946,"Andersson, Ulf",2585,,,0,1986.??.??,D55,Sao Paulo,,,,,,,1,37,,1/2-1/2,?,,Sao Paulo,,,"Rubinetti, Jorge A",2440,,,0
5.551219512,1.219512195,"Andersson, Ulf",2585,,,3,1986.??.??,D59,Sao Paulo,,,,,,,1,41,,1/2-1/2,?,,Sao Paulo,,,"Milos, Gilberto",2430,,,0
4.344827586,2.862068966,"Van Riemsdijk, Dirk D",2280,,,4,1986.??.??,D02,Sao Paulo,,,,,,,0,29,,Jan-00,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
6.908571429,1.771428571,"Ioseliani, Nana",2310,,,4,1986.??.??,D55,Sao Paulo,,,,,,,2,35,,Jan-00,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
6.594444444,1.333333333,"Sunye Neto, Jaime",2480,,,1,1986.??.??,E02,Sao Paulo,,,,,,,2,36,,1/2-1/2,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
8.851428571,1.371428571,"Ricardi, Pablo",2520,,,0,1986.??.??,D34,Sao Paulo,,,,,,,0,35,,0-1,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
7.803571429,1.357142857,"Mascarenhas, Alberto",1970,,,0,1986.??.??,A89,Sao Paulo,,,,,,,1,28,,Jan-00,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
7.116666667,1.888888889,"Loureiro, Luiz",2295,,,0,1986.??.??,D28,Sao Paulo,,,,,,,3,18,,Jan-00,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
5.859459459,1.189189189,"Limp, Eduardo",2275,,,2,1986.??.??,E65,Sao Paulo,,,,,,,1,37,,Jan-00,?,,Sao Paulo,,,"Andersson, Ulf",2585,,,0
7.030769231,1.692307692,"Andersson, Ulf",2600,,,0,1987.??.??,C11,Bilbao,,,,,,,2,26,,1/2-1/2,?,,Bilbao,,,"Ljubojevic, Ljubomir",2620,,,0
5.906976744,1.441860465,"Ochoa de Echaguen, F Javier",2430,,,0,1987.??.??,A30,Bilbao,,,,,,,3,43,,Jan-00,?,,Bilbao,,,"Andersson, Ulf",2600,,,0
5.18173913,0.87826087,"Polgar, Zsuzsa",2495,,,19,1987.??.??,E92,Bilbao,,,,,,,2,115,,1/2-1/2,?,,Bilbao,,,"Andersson, Ulf",2600,,,0
4.603571429,1.160714286,"Sokolov, Andrei",2645,,,4,1987.??.??,A30,Bilbao,,,,,,,7,56,,Jan-00,?,,Bilbao,,,"Andersson, Ulf",2600,,,0
7.5625,1.3125,"Andersson, Ulf",2600,,,0,1987.??.??,B80,Bilbao,,,,,,,1,16,,1/2-1/2,?,,Bilbao,,,"Chiburdanidze, Maia",2530,,,0
6.854166667,1.291666667,"Andersson, Ulf",2600,,,0,1987.??.??,B46,Bilbao,,,,,,,1,24,,0-1,?,,Bilbao,,,"Fernandez Garcia, Jose L",2450,,,0
5.687179487,0.974358974,"Andersson, Ulf",2600,,,0,1987.??.??,B81,Bilbao,,,,,,,5,39,,1/2-1/2,?,,Bilbao,,,"Illescas Cordoba, Miguel",2505,,,0
6.253125,1.34375,"Andersson, Ulf",2600,,,0,1987.??.??,D36,Bilbao,,,,,,,2,32,,0-1,?,,Bilbao,,,"Izeta Txabarri, Felix",2380,,,0
6.484,1,"Karpov, Anatoly",2710,,,0,1987.??.??,E18,Bilbao,,,,,,,1,25,,1/2-1/2,?,,Bilbao,,,"Andersson, Ulf",2600,,,0
8.113636364,2,"Andersson, Ulf",2600,,,0,1987.??.??,D62,Dortmund-A,,,,,,,2,22,,1/2-1/2,?,,Dortmund,,,"Ribli, Zoltan",2580,,,0
6.272727273,2.227272727,"Andersson, Ulf",2600,,,0,1987.??.??,B47,Dortmund-A,,,,,,,2,22,,1/2-1/2,?,,Dortmund,,,"Nunn, John DM",2560,,,0
5.2,1.071428571,"Agdestein, Simen",2560,,,0,1987.??.??,A10,Dortmund-A,,,,,,,1,14,,1/2-1/2,?,,Dortmund,,,"Andersson, Ulf",2600,,,0
6.842857143,1.19047619,"Farago, Ivan",2535,,,1,1987.??.??,A46,Dortmund-A,,,,,,,0,21,,1/2-1/2,?,,Dortmund,,,"Andersson, Ulf",2600,,,0
6.2265625,1.515625,"Lau, Ralf",2535,,,3,1987.??.??,A41,Dortmund-A,,,,,,,1,64,,Jan-00,?,,Dortmund,,,"Andersson, Ulf",2600,,,0
4.835238095,0.980952381,"Marangunic, Srdjan",2450,,,7,1987.??.??,B07,Dortmund-A,,,,,,,3,105,,1/2-1/2,?,,Dortmund,,,"Andersson, Ulf",2600,,,0
7.233333333,2.433333333,"Tukmakov, Vladimir B",2575,,,2,1987.??.??,D30,Dortmund-A,,,,,,,3,30,,1/2-1/2,?,,Dortmund,,,"Andersson, Ulf",2600,,,0
3.856666667,2.633333333,"Andersson, Ulf",2600,,,3,1987.??.??,B22,Dortmund-A,,,,,,,2,30,,0-1,?,,Dortmund,,,"Schmittdiel, Eckhard",2430,,,0
9.424,1.04,"Andersson, Ulf",2600,,,0,1987.??.??,B46,Dortmund-A,,,,,,,2,25,,1/2-1/2,?,,Dortmund,,,"Balashov, Yuri S",2525,,,0
4.718918919,1.675675676,"Andersson, Ulf",2600,,,2,1987.??.??,A14,Dortmund-A,,,,,,,1,37,,0-1,?,,Dortmund,,,"Bischoff, Klaus",2485,,,0
7.322857143,1.257142857,"Andersson, Ulf",2600,,,0,1987.??.??,B22,Dortmund-A,,,,,,,2,35,,1/2-1/2,?,,Dortmund,,,"Hickl, Joerg",2450,,,0
6.103846154,1.115384615,"Andersson, Ulf",2600,,,0,1987.??.??,D36,Leningrad,,,,,,,0,26,,1/2-1/2,?,,Leningrad,,,"Nogueiras, Jesus",2565,,,0
5.811111111,1.333333333,"Jussupow, Artur",2645,,,0,1987.??.??,D30,Leningrad,,,,,,,1,27,,Jan-00,?,,Leningrad,,,"Andersson, Ulf",2600,,,0
6.378409091,0.931818182,"Salov, Valery",2550,,,1,1987.??.??,A81,Leningrad,,,,,,,1,88,,Jan-00,?,,Leningrad,,,"Andersson, Ulf",2600,,,0
6.815789474,1,"Sokolov, Andrei",2645,,,0,1987.??.??,A30,Leningrad,,,,,,,3,38,,1/2-1/2,?,,Leningrad,,,"Andersson, Ulf",2600,,,0
7.211538462,1.230769231,"Torre, Eugenio",2540,,,2,1987.??.??,B08,Leningrad,,,,,,,1,26,,1/2-1/2,?,,Leningrad,,,"Andersson, Ulf",2600,,,0
6.935897436,1.743589744,"Tukmakov, Vladimir B",2575,,,1,1987.??.??,E02,Leningrad,,,,,,,1,39,,0-1,?,,Leningrad,,,"Andersson, Ulf",2600,,,0
7.565384615,1.596153846,"Andersson, Ulf",2600,,,0,1987.??.??,B46,Leningrad,,,,,,,2,52,,Jan-00,?,,Leningrad,,,"Chandler, Murray G",2595,,,0
7.054464286,1.428571429,"Andersson, Ulf",2600,,,8,1987.??.??,E42,Leningrad,,,,,,,1,112,,Jan-00,?,,Leningrad,,,"Gurevich, Mikhail",2540,,,0
6.766666667,2.641025641,"Andersson, Ulf",2600,,,1,1987.??.??,D53,Leningrad,,,,,,,1,39,,0-1,?,,Leningrad,,,"Nikolic, Predrag",2600,,,0
7.195238095,1.047619048,"Georgiev, Kiril",2590,,,0,1987.??.??,D58,Leningrad,,,,,,,0,21,,1/2-1/2,?,,Leningrad,,,"Andersson, Ulf",2600,,,0
7.76,2.566666667,"Andersson, Ulf",2600,,,2,1987.??.??,D63,Leningrad,,,,,,,0,30,,1/2-1/2,?,,Leningrad,,,"Romanishin, Oleg M",2570,,,0
7.2725,2.2,"Andersson, Ulf",2600,,,3,1987.??.??,E05,Leningrad,,,,,,,1,40,,Jan-00,?,,Leningrad,,,"Vaganian, Rafael A",2590,,,0
5.694117647,1.098039216,"Andersson, Ulf",2600,,,14,1987.??.??,E03,Reggio Emilia8788,,,,,,,2,51,,1/2-1/2,?,,Reggio Emilia,,,"Tukmakov, Vladimir B",2580,,,0
7.957692308,1.788461538,"Andersson, Ulf",2600,,,3,1987.??.??,D36,Reggio Emilia8788,,,,,,,3,52,,Jan-00,?,,Reggio Emilia,,,"Portisch, Lajos",2615,,,0
5.644444444,1.75,"Nikolic, Predrag",2620,,,0,1987.??.??,E12,Reggio Emilia8788,,,,,,,2,36,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
6.5875,0.375,"Pinter, Jozsef",2575,,,0,1987.??.??,D47,Reggio Emilia8788,,,,,,,0,16,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
6.258064516,1.483870968,"Andersson, Ulf",2600,,,3,1987.??.??,E11,Reggio Emilia8788,,,,,,,1,31,,1/2-1/2,?,,Reggio Emilia,,,"Beliavsky, Alexander G",2630,,,0
6.462857143,1.942857143,"Ribli, Zoltan",2595,,,0,1987.??.??,B14,Reggio Emilia8788,,,,,,,2,35,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
9.628813559,1.745762712,"Andersson, Ulf",2600,,,2,1987.??.??,B80,Reggio Emilia8788,,,,,,,2,59,,Jan-00,?,,Reggio Emilia,,,"Kortschnoj, Viktor",2630,,,0
7.12,1.533333333,"Vaganian, Rafael A",2595,,,0,1987.??.??,A30,Reggio Emilia8788,,,,,,,0,30,,1/2-1/2,?,,Reggio Emilia,,,"Andersson, Ulf",2600,,,0
7.734615385,1.230769231,"Andersson, Ulf",2600,,,1,1987.??.??,E48,Reggio Emilia8788,,,,,,,3,26,,1/2-1/2,?,,Reggio Emilia,,,"Christiansen, Larry Mark",2575,,,0
8.122222222,0.888888889,"Andersson, Ulf",2600,,,0,1987.??.??,D36,Szirak Interzonal,,,,,,,2,27,,Jan-00,1,,Szirak,,,"Salov, Valery",2575,,,0
7.116,1.4,"Allan, Denis",2310,,,0,1987.??.??,A13,Szirak Interzonal,,,,,,,0,25,,Jan-00,2,,Szirak,,,"Andersson, Ulf",2600,,,0
7.028571429,1.2,"Andersson, Ulf",2600,,,3,1987.??.??,B47,Szirak Interzonal,,,,,,,1,35,,1/2-1/2,3,,Szirak,,,"Beliavsky, Alexander G",2630,,,0
6.031578947,0.736842105,"Portisch, Lajos",2615,,,0,1987.??.??,A14,Szirak Interzonal,,,,,,,1,19,,1/2-1/2,4,,Szirak,,,"Andersson, Ulf",2600,,,0
7.87,2.25,"Andersson, Ulf",2600,,,2,1987.??.??,B47,Szirak Interzonal,,,,,,,1,40,,0-1,5,,Szirak,,,"Nunn, John DM",2585,,,0
7.6075,1.1,"Velimirovic, Dragoljub",2520,,,0,1987.??.??,E91,Szirak Interzonal,,,,,,,2,40,,1/2-1/2,6,,Szirak,,,"Andersson, Ulf",2600,,,0
5.74,2.033333333,"Andersson, Ulf",2600,,,0,1987.??.??,E48,Szirak Interzonal,,,,,,,2,30,,1/2-1/2,7,,Szirak,,,"Hjartarson, Johann",2550,,,0
4.58372093,1.186046512,"De la Villa Garcia, Jesus Maria",2485,,,1,1987.??.??,A30,Szirak Interzonal,,,,,,,3,43,,1/2-1/2,8,,Szirak,,,"Andersson, Ulf",2600,,,0
8.857575758,0.696969697,"Andersson, Ulf",2600,,,3,1987.??.??,B49,Szirak Interzonal,,,,,,,1,33,,1/2-1/2,9,,Szirak,,,"Bouaziz, Slim",2370,,,0
5.829310345,1.793103448,"Andersson, Ulf",2600,,,5,1987.??.??,D53,Szirak Interzonal,,,,,,,3,58,,0-1,10,,Szirak,,,"Christiansen, Larry Mark",2575,,,0
5.65952381,1.69047619,"Adorjan, Andras",2540,,,2,1987.??.??,A30,Szirak Interzonal,,,,,,,3,42,,Jan-00,11,,Szirak,,,"Andersson, Ulf",2600,,,0
6.99,1.3,"Andersson, Ulf",2600,,,0,1987.??.??,E21,Szirak Interzonal,,,,,,,0,10,,1/2-1/2,12,,Szirak,,,"Marin, Mihail",2475,,,0
